avaliacao,twet,class_label
negative, dealing w fam emergency. was told was rebooked this am to aa flight 4297 out of ord and now it's not in system. need help asap.,-1
positive," got it, thanks!",1
negative," umm, can you define 'extra time'?",-1
neutral, international,0
negative," oh yes, because i had loads of time running to my connecting flight after you delayed me for about 90 minutes...",-1
negative," hey, my bag was damaged flying with you yesterday. what can i do?",-1
neutral," landed at phoenix, but we had to board a flight quickly to vegas so no time at the airport. what now?",0
neutral, i left something on a recent flight today. who do i contact to retrieve it please? thanks!,0
negative,  flight 849's four subsequent delays destroyed my travel plans this evening. looking to resolve this matter.,-1
negative, i did at 7 pm! still no bag..,-1
positive, just spoke with a representative. moved my flight earlier. thank you so much for the follow up.,1
negative," congrats, you've just lost a customer for good. when i made a united weather change, free/5 min. you guys 2 hrs on hold &amp; $25.",-1
negative, so when was i supposed to call the internet desk? especially since my reservation told me to directly call the main 1-800 number?,-1
negative, not only did u lose the flight plan! now ur flight crew is faa timed out! thx for havin us sit on the tarmac for an hr! ,-1
negative, i've been on hold for 75 minutes waiting to talk to someone about my flight tomorrow. is there another number to call?,-1
negative, ...you are despicable! the flight plan was lost! now we've been sitting on the tarmac for an hour! its a 45 min flight!,-1
positive, hey guys just want to say i had the best flight ever! thank you so much. i fell asleep and actually had a wet dream.,1
negative, can you help me update ktn on the profile?  ticket book via aa &amp; that info didn't get pass on.  i've been on hold forever,-1
negative, so you're not honoring miles with  that were traveled last year?,-1
neutral," you need to check information regarding hotels, shuttles, re routing flights, delayed flights",0
negative, i was eventually given a flight to memphis but only after i was taken off my original flight bc i was checked in as my father,-1
negative, how the heck does one get the internet desk to authorize a waiver? would that involved being on hold for another hour?,-1
negative, so am i supposed to discuss this matter with a computer?   ,-1
negative," &gt;250k miles on usair.  last four flights not good. other airlines much improved. billing issues, seats, legroom, in air service.",-1
negative," it says to call. before connecting, get song, dance about weather. weather bad 3 days? called for 2 days before. ",-1
negative, really? tried that already-got message not available to do. next idea?,-1
negative, i'm glad you're sorry that i'm homeless for the night. makes me feel secure.,-1
negative, but in the meantime i'll be sleeping on a park bench on dadeland st.  thanks guys!,-1
neutral," ah, and i was only given one shuttle voucher, so if i do ever get back to the airport you'll be getting the bill",0
negative, wonder if this misery is considered a damage in a breach of contract lawsuit ,-1
negative," but wait! they are booked, along with all other hotels nearby. i was sent anyway, to the hotel managers disbelief.",-1
positive," but don't worry! they found a hotel, it's only 45min away. i got there around 11:30pm, no problem.",1
negative, at which point in told they have sold my voucher because i wasn't fast enough,-1
negative," the kind gentleman at the gate tells me to ""go left"" to get my hotel voucher at the ticket gate. took about 20min to get there",-1
negative, i have a story for you. it starts with a two hour delayed flight that makes me miss my connection in miami.,-1
neutral, no worries i was able to read  entire book while holding. ,0
negative, -doing best??? think not. lousy way to run an airline. why no online way to connect? you be on hold for 2hrs &amp; then zip,-1
negative, flight scheduled for 730pm...told at 150am that flight is cancelled flightled after sitting on cold plane for 2 hours.,-1
negative, refuses to compensate passengers when inconvenienced and wouldn't even rebook me on another airline. ,-1
negative, can you tell me why i waited 90 mins and then was charged the $25 phone change fee even tho i wasn't allow to make change online?,-1
negative,  your team needs to build capacity,-1
negative, i will write cr. not sure what good it'll do as the customer service i experienced was horrible.,-1
negative, -1st x told no travel advisory-now two hrs on hold &amp; disconnected. fl from bhm to charlotte to phl won't go-help!!!,-1
negative," made about 30 calls to usair today to merge of aadvantage, dividend miles. each time, says call back late flightr. ",-1
negative, fuck you.,-1
negative, i'm dumping this dividend miles card and forgetting your airline exists  ,-1
negative, how dirty does the damn plane have to be to take an hour to get the plane cleaned??? refund me my miles😡.  ,-1
negative, worst customer service i've ever experienced. i'll never fly your airline ever again. i have to pay to sleep in philly. fuck you.,-1
negative, ever sit on hold and just lose track of time? ,-1
negative, us air should be ashamed of this service - on hold for hours? no help from any representative just to reschedule due to weather ?,-1
negative," now on hold for an hour. so frustrating, i suspect you have more operators come in on days like this w/inclement weather?",-1
negative," - the worst! hold time crazy, agents horrible, no accountability! ",-1
positive, kudos to robin at  lost/found for reuniting me w/ my ipad. she was delightful to work with!,1
negative," website won't let me change online even though airline issued travel advisory, now on hold for 50 minutes. help.",-1
negative,"  you were always my go to. what happened?  airbus over boeing, and now no customer service?",-1
negative, trying to change flight because of airline travel advisory. on hold for 45 mins. help!,-1
neutral, can you help me add a aadvantage number and known traveler number to a reservation?,0
negative, would be less annoying if road conditions weren't getting worse with every min u keep passengers captive for no good reason.,-1
positive, experience exceptional service from cherry at .  . ,1
negative," literally the worst flying experience of my life, and i have flown a lot",-1
negative, i purchased a $49 upgrade on a flight 2 weeks ago and you gave it to someone else but i have not received a refund. is this sop?,-1
negative," figure it out, have had 2 cancelled flightled flights in the past week. now coming home 2 hour delay, and cart that pulls plane just broke",-1
negative, 45 minutes on hold no help,-1
negative, transferred 4x pleeeeeeeease help!,-1
positive, me too!,1
negative, flight  treatment of passengers has been atrocious - over 2 hours delay only to now deplane and given no direction,-1
neutral, i have corporate-paid travel in april. is it possible to purchase an upgrade to first class now?,0
positive, you can thank supervisor jeanine and her coworkers for the excellent customer service they provided,1
negative, only sympathy she offered was holding a reservation until monday night. that's pretty awesome if you ask me...,-1
negative, express my disappointment in your reservation department and the treatment of a sailor dealing with a death in the family,-1
neutral, that's who i spoke to already. we've already booked another flight w/someone else. thanks for your concern. just wanted to,0
negative, talked to supervisor jeanine and she couldn't help me. 45 minutes of talking to her and nothing.,-1
negative, i thought  was the worst airline but nah. you guys are far worse. is  the only decent airline out there?,-1
negative,"   i flew us air for the first time yesterday, got propositioned by the flight attendant....true story!  ",-1
negative, 13 years of naval service and i run the travel department for all my commands...,-1
negative, us airways website. so you double charge people when they book flights now? apparently you have but i've never been booked twice,-1
negative, already tried. how about conf # via dm,-1
negative," new slogan should be ""if you don't want to arrive on time, pick us""",-1
negative, you have to be crazy! treated my mom very poorly. not happy! ,-1
negative, they weren't able to without reflight booking problems and recharging the amount plus $25 fee for help over phone. spoke to 2 agents &amp; jeanine,-1
negative, i will send an email with details late flightr. thank you for responding.,-1
negative, this is the last time i use your airline. i promise that!,-1
negative,"  did i mention i'm a silver preferred member and fly every week (not always with you), and not even a meal voucher?",-1
negative, need to change div miles ticket after travel started due to weather advisory. told not possible unless flight cancelled flightled. anyhelp?,-1
negative,  i was supposed to get from fresno to pittsburgh by 10pm.  instead i'm now not getting in until 4pm... tomorrow,-1
negative,"  i'm stuck in the airport in fresno trying to beat the storm to pittsburgh, and you guys have offered nothing. horrid",-1
negative, hello i have a question for you and your phone lines have jammed,-1
negative,  u are the worst airline ever figure out the merger ,-1
negative, just to follow up here is my experience: ,-1
negative, /  are incompetent.,-1
negative, now the next plane had a broken seat!  my row!  another hour delay!  ,-1
negative," how can i make a purchase, you take the money but i don't have a reservation...explain",-1
neutral,  are u paying incedentals? ,0
negative,  thought u merged but  sucks  ,-1
positive, yes i did thank you! they did a great job turning the flight in jan !,1
negative,  2 hours on hold and issue still not resolved. hope to make my flight in 12 hours. for every minute of talk = 20 minutes of hold,-1
positive, connection made. thanks again this week. ,1
negative, worst customer service experience ever today. get it together.,-1
negative, i know some folks have to use your airlines but doesn't customer service ever matter? i really hate to complain but it's brutal!,-1
negative, im on the plane not sure what you mean. we are sitting here. it's just one story of failure after another when i fly you guys,-1
negative, still waiting    ,-1
negative, your team was just terrifyingly rude to a young mother &amp; her baby trying to check in to a flight from phx to jwa. help her out.,-1
negative, them and ,-1
negative, rudest crew member experience! throwing shade and calling out customers. ,-1
negative,  terminal e in miami is still the worst most smelly airport ever. thanks for nothing.,-1
negative, i did &amp; was told i asked to many questions. bag might still be on flight 413. should be easy to check when it lands in seattle.,-1
negative, cancelled flightled our original flight to aruba. now on the way home we were told we don't have seats. never flying  again,-1
negative, here we go again. same flight as last week. delayed already 45 mins. think the 7:15 can leave phl before 1:15 am? ,-1
negative, it's not misjudging it's a deliberate strategy. seen it multiple times on usair. makes staff life easier at expens of passengers,-1
negative, - delayed 1851. need an extra 5 min to make 1769. would appreciate a little help again this week.,-1
negative, stuck on tarmac for hour an a half and told longer to go and no hotels available when we land in phoenix  ,-1
negative, not happening  also marie burroughs is the worst customer service rep ever ,-1
negative, technical issues = inefficient computer triage system. personality/ compassion of operators = not. sad example of sad company.,-1
negative, you suck and you ruined my day. and my vacation isn't even until june.,-1
negative," will do.  maybe the pre-purchase meal email is because the flight is 9 min short of 3 hours, so i guess there are none offered",-1
negative," yep, check it and my gmail 'promotions' folder regularly... :-(",-1
neutral,  is a bag that is   23”l x 9”w x 12”h  allowed as a carry on?,0
negative, thanks for nothing,-1
neutral, there is nothing tonight and i am on the flight now with gogo internet is there a way that someone could send me a dm or email?,0
negative, 2 bad planes &amp; 3 gate changes= lots of exercise.  let's hope this plane works. i'm tired.,-1
negative," good info, but am already signed up for all options.  none of which sound like they applied to the 'missing' emails.",-1
negative, is there not a faster way to get me to columbia sc than making me stay in clt over night after my delayed flight?,-1
positive, thank you,1
negative, and  please get my plane together before i go to jetblue,-1
negative," it might have went through. no confirmation. ""please wait"" then same form.",-1
negative," found the tix#, security code not working. tried a dozen times.",-1
negative," nightmarish customer service. further to that, as an elite member, i'm appalled.",-1
negative, i have never been given a number for elite for usair. only aa. i waited for 3 hours for an answer and by then my seat was gone.,-1
negative, if you get my bag from e gate to b gate at the charlotte airport before my 6 pm flight (late flight cause of yall) i’ll ride us for life,-1
neutral," it's a debit card, but i am a dividend member.",0
negative, nothing important to do.  why was i told to wait in the  line?  ,-1
neutral, how do i redeem my pass to the admirals club? i have 1 free visit with my barclay card membership. and can i bring a companion?,0
neutral, almost home ...east coast freeze headed to phl connect avp tgif ,0
negative,  can someone please tell me who i have to talk to  ,-1
negative,"is it insulting that   offer a ""non required $50 voucher as a goodwill offering..at least my bag can fly round trip",-1
negative, there is a travel advis for nyc and phil pa  -winter weather- but u.s. air hasn't posted one yet. can i still change flt wo pen?,-1
negative, i'm trying to request missed mileage and it keeps saying it can't my flight from 2/13. then it says call the number.,-1
negative, flight 413 my carryon is missing.stollen off plane or left at gate. worst customer service. doesn't seem to be anyone's concern.,-1
negative, how about checking the plane before having everyone board the plane? ,-1
neutral, used 2 get emails 1) pre-purchase a snack and 2) when time to check in. got neither 4 tomorrow's trip. do they not get sent now?,0
negative, link didn't work via mobil.,-1
negative, wishing we had our luggage. 2 days now. had to pay our way from st thomas to san juan. spent extra $$$ because of this mess up.,-1
neutral," i'm not a frequent flyer with us airways, i'm qantas? can i still get notifications? thank you",0
negative, how do i get through?,-1
negative,  who runs the show at the airport have a boarding pass says us airways and i have to wait in american line ,-1
neutral, any chance of a travel advisory or dca this weekend?,0
positive, yes thank you. appreciate u checking...,1
negative, why i can't book a flight to prn through your website?,-1
negative, this is ridiculous  can't wait to board this one home 5 hours late flightr   ,-1
neutral," yes, it was sunday.",0
negative, since when does a maintenance problem and missing flight crew equal delayed due to weather? i'm confused since we had sunny skies,-1
negative, i keep calling your help line (800) 428-4322 and it keeps saying they are too busy to help &amp; to call back late flightr. for a week now!,-1
negative, who would like to watch the video of how loyal customers are really treated while asking for an explanation for our 6 hour delay?,-1
negative," more lies, they said in their email we were delayed due to weather when the sky was clear in the city we were departing.",-1
positive," i'm enjoying my flights so far! you're doing a great job. today's been tough, so thanks for making my flights comfortable.",1
negative, look  has made the right call on cho. please evaluate. ,-1
neutral, that's not the question. question is: how do i get past the computer fastest if we both know that the computer can't help me?,0
neutral, if i have dividend miles credit card &amp; i used it to book my flight is one bag free?,0
negative, have checked all day.  cho needs added.  please evaluate.,-1
neutral, hi there i am flying myr-clt-ord tomorrow is weather looking ok or problematic?,0
neutral, can u tell me if 5238 from clt to jan has gotten out of the gate yet?  i will have a tight connection out of clt to mco.,0
neutral, please hold us1765 for me. need to get home tonight before weather. almost there.,0
neutral, followed!,0
positive, shavon at customer service desk in charlotte was fantastic! so helpful and smiling evn after what sounds like long day.reward her,1
neutral, have scheduled flight sat(2morrow) cho-clt cho needs to be added to weather advisory.  please evaluate asap.,0
negative, another squashed flight. having to share my seat with another passenger is not idea of quality travel,-1
negative,: look! another apology. do not fly ,-1
negative, it's painful being on hold to you!! really 25 minutes to change a flight!! ,-1
negative," yep, sent my bag to philadelphia instead of miami...i caught it...then was told my flight changed to tomorrow, wrong again ",-1
neutral, will shall see in the next couple of minutes.,0
negative," right, can you use a shuttle ticket from lga to bos for any shuttle flight? probably gonna miss the 4pm.",-1
negative," i did, but i need to get a human being. what's the fastest way to achieve this? all i get is a computer.",-1
positive, - check-in staff at phx are awesome! great traffic control for general boarding.,1
negative," batting 1.000! four flights in a month, all four delayed!",-1
neutral," sure, just dm'ed you.",0
negative," &amp; also that i was told no comps, upgrades, etc. reflight booking problems is good enough. ",-1
negative," i was... 4 tomorrow. i missed my meeting today, &amp; it was pointless 2 pay hotel today when the purpose of my trip has been screwed",-1
negative, merging aa and dividendmiles yield an error. what are the _exact_ steps to navigate the phone menu? all i get is a computer.,-1
negative, . was on plane from pbi to clt and knew about the frozen water. also saw a plane to nyc take off at the gate next door!,-1
negative," and next flight delayed as well. 5238 out of charlotte, is it just my luck or what?",-1
positive,   just talked to reservation. must congratulation to them. very friendly.  good for usair. the only airline we fly.,1
neutral, i am just trying to establish what your policy is. thanks!,0
negative," fight was delayed 3 hrs in mco, now i'm stuck in philly with a standby ticket, flight 4009. solution needed.",-1
neutral, sure did. i have carried this bag on numerous times on the same style plane. planning accordingly apparently accounts for nothing,0
negative, know what i like about gate 35x  ? nothin.i like nothin bout yo  gate  ,-1
negative, i've tried calling 3 times the past 3 days and i keep getting told to call back. someone please help me,-1
negative, gate agent in clt forced me to check bag in z1 &amp; proceeded to allow larger bags. huge inconvenience to travel plans.,-1
neutral, it's vegas baby who doesn't have a good time in vegas lol,0
neutral, me and my wife will be flying out of atlanta to vegas on march 7th since couldn't get any out of tricities here in tn,0
negative," worst customer service. ticket was 180 and fee is 200 it's ""not worth it"" for them accommodate me given circumstances in bos",-1
negative," see? no response? obviously you think this ""service"" is acceptable. ",-1
negative,"“: we're sincerely sorry, sean. reservations is working hard to answer everyone's call and we appreciate your patience.” ",-1
neutral, absolutely,0
negative, it wasn't weather this morning.  awe1701 diverted back to bos due to mechanical issues.  so far lost one of 3 days :(,-1
negative, i have been in contact with 3 people and still no answers. you keep sending me to  and they keep sending me to you!,-1
negative,  no one appreciates the sass of the gate agent at gate c38 at lga flight us626. irritated customers,-1
negative, how do i get you to stop sending me emails about my ex boyfriends account? i don't care how many points he has! he only has,-1
negative, we have seats.  on phone iwas  told i was getting error msg due to paid 1st class upgrd. told to check in after 12am.sound right?,-1
negative, waiting for bags now over 25min in phl bag claim!,-1
positive, awesome! flight  out of philly on tuesday. party in row 15 if you're interested.,1
negative, flight is already over. i think the airline should just have the flight attendants actually emphasize that vape is still smoking,-1
negative, call volumes are high so the best answer is to hang up on me?,-1
positive, i got through and am able to switch my flight with no charge. thank you,1
neutral, will you please start offering more routes out of  to more locations instead of just charlotte and atlanta,0
positive," welcome to north texas us air / american air employees. 
housing and education are great opportunities in the gr8 state of texas",1
neutral, oh they saw it and said nothing.,0
negative, yes but lost a whole day.  frustrating!!   customer service,-1
negative, saddens me that my first tweet - ever - has to be a complaint about customer service.,-1
negative," trying to check in online for a flight tomorrow.  tried computer, tablet, and phone.  got error message on all devices?",-1
negative,  how do i merge my miles accounts? your sites tell me my info don't match even though i can't find a difference.,-1
negative, yes had to go pick up and pay 40 cab ride very rude employee poor customer service,-1
neutral, can i bring mini bottles of booze on to my flight?,0
negative, your staff at lax really messed up on this one. failing to scan my suitcase tag.,-1
negative, not happy with start of trip!  cancelled flightled flight  customerservice,-1
neutral, nice try.  doesn't apply to philly.,0
neutral, what is your policy around bringing a breast pump on board?,0
positive," thanks. no dc yet, i see. i will keep that link and check back. appreciate it!",1
negative, i'm glad too. but i should not have to spend an hour to try and track down the basic information that you already have available.,-1
neutral, will you guys be offering no-fee changes for flights out of dca tomorrow afternoon?,0
neutral, how can i get ahold of a reservations supervisor?,0
negative, i called the btv desk; they had more information - so it exists.  your systems don't make it easy for the customer to access it.,-1
positive," awesome! and yes,  is!",1
negative, that website does not give correct info said my bag was in miami was in key west the entire time..i got the run around for 2 days,-1
negative, was on hold for about 45 minutes after speaking 2 lady at the airport counter. gave up,-1
negative, i just want to find my bag so i won't have to go through the hassle of trying to claim what was in my suitcase ,-1
negative," literally all that says is ""case open""  what good is that to me?",-1
negative, no you not sorry. i am trying 2 add a day 2 my vacation but there is a $200 charge just 2 change flights,-1
positive, melinda in reservations in greensboro nc is an absolute jewel thank her for me she's amazing!!!,1
negative," the two women workng phl bag check term c @ 11:30 et should be fired for being rude, pushy and treating customers with disrespect",-1
positive, best gagent in a long time - danny b. for us628 dfw-clt. appreciated how up to date he kept us during irrops. super professional!,1
positive," 
good news, we got fixed.",1
negative, don't bother wasting your time!   will send u a form letter &amp; let u choose a gift certificate. ,-1
neutral, thanks is there a beareavement discount anymore or not should i just book online,0
negative, and now that flight pushed back to 2:35pm departure.,-1
negative," -not just this trip, been a few. ur saving grace is ur cheaper flights. now willing to pay more 4 bttr service on bttr airlines.",-1
negative, horrible experience to key west lost luggage called to check &amp; was told not to call back reconsidering my flight back,-1
positive, thank you!,1
negative," i needed to be at my destination by lunchtime today. no one could get us on a flight, but i've since learned  had one!",-1
neutral," yes, i get that. i’m asking: specifically, what will you do with the feedback i’ve given you?",0
negative, delayed i'm charlotte big surprise,-1
negative," cancelled flightled flight, 50 person line and one agent helping to rebook. you could've handed this one better. ",-1
negative, same here! on hold for an hour &amp; then told  has done all it is willing to- which was apologize. ,-1
negative, what is happening with flight 1701 from bos to phl? daughter and her fiancée are stuck in bos!,-1
negative," isn't it funny that  just apologizes, but doesn't actually take steps 2 go above &amp; beyond for customers? ",-1
negative," 2133. flight now cancelled flightled. have been rebooked on 2pm flight. if on time take off, i'll have spent 5 extra hours at dca.",-1
negative," we've been sitting on this plane for almost an hour, waiting for it to be fueled. shouldn't that have been done b4 we got on????",-1
positive, thank you,1
negative, can i get a free mimosa to compensate my flight delay (yet again) thx,-1
positive, reservation agent on the phone did a great job.,1
negative," get ur act together, start treating ur passengers w/ kinder, have more sanitized planes. take a page from  perhaps.",-1
negative, is a joke. stop losing my luggage!,-1
neutral, can i book using some sort of breavement program? i need to get home for my pops funeral,0
negative," i've been on hold for 35 mins to sort out my reservation out of sync message when trying to check in, what's wrong?!?",-1
neutral, thank you. but i don’t understand. what will you do with my feedback?,0
negative," has no idea what customer service means.  as the customer, if you mess up my plans, don't treat me like its no big deal!",-1
negative, still on hold. 1 hour and 45 minutes and counting. platinum? who cares? problems checking in? who cares?,-1
negative, how about a little help for the two gate agents trying to rebook flight 1707?,-1
negative, i respect the stress of a merger but one rep to reschedule/replane 15 ppl who are already late flight? ,-1
negative," now i am on flight to fll, and told to take a train back to pbi to get my car. there are no trains to pbi!",-1
negative," i fly quite a bit, and it's not difficult to communicate. if agents let people know what's happening, arrangements can be made",-1
negative," handled on the phone. unfortunately it wiped out an entire trip, which is why i'm so displeased.",-1
negative, headed to nyc from clt. funny to hear all phones ring at once and then the entire plane groan (has happened twice more).,-1
positive, made it!!! send bloody mary's to row 27!!!,1
neutral," 5223 out of gainesville, fl",0
negative, i already let them know and sent 4 complaints.  got a call back finally when i was asleep and there is no return call back #,-1
neutral, thank you for valuing my feedback. what will you do with it?,0
negative, the flights weren't from this morning... it was 4 flights 2 on thursday and 2 on monday which turned into tuesday,-1
negative, i spoke with a customer service rep who was rude and curt and transferred me to eternal hold. sad.  ,-1
negative, your customer service is a nightmare. i have been on hold for 1 hour. i'm a platinum member with aa and feel like it's worthless,-1
negative," never let's me down, every. single. flight. gets delayed.",-1
negative, sitting on the ground in charlotte with no gate or comms for flight deck great happy friday hope i make my connection,-1
neutral, done,0
neutral, made it.. never ran so fast in my life,0
negative, i've been standing on a very crowded bus for the past 30 mins for dca-pit. help!  ,-1
negative," thanks, but you can't. my flight was cancelled flightled for ""maintenance"" reasons, and the next available flight was too late flight for me.",-1
negative," yes, i was rebooked the next day (weds). thanks. just upset that i lost 2 additional work days and paid for my own hotel. ",-1
neutral, call gate d9 in clt and get me on this flight,0
negative, suppose i need to tweet everyone how horrible your airline is for you to take notice. let me try that route.,-1
negative," 835, fix this asap",-1
negative," no. just felt that you could do better in making the emails feel a little less of “we don’t care. we’re automated.""",-1
negative,"  , you cancelled flightled my flight back during the holidays and gave me a refund of $8.51/ticket from phl to ewr, really?!",-1
negative, i'm logged into a flight booking problems. i need to add api before travelling to the states but i cannot see where to do it,-1
positive, thanks for helping with  booking problems  flightedflight yvonne anthony.  you will help us get to tel aviv on time.  ,1
positive, big thanks to yvonne anthony from the chairman's desk.  top tier customer service today.    &amp; .,1
negative, now the plane is 100 degrees and we are burning up. this is completely illegal.,-1
negative, are you fucking kidding me??? ,-1
negative, now siting on tarmac in philly for another 15 minutes. this is so lame. sorry doesn't help. this is terrible.,-1
negative, what is the damn delay????,-1
negative, it would be nice to just pull up to the gate. still sitting here,-1
negative, app is the worst one for airlines. can't do anything once your original flight time has gone by. useless.,-1
negative, has completely wasted my work day! thank you for the bad service and bad friday!,-1
negative," and also, it's great that you tweet @ complainers, but what about the in-person help when i need it? robyn f. in manch = useless.",-1
negative,. you'll be receiving a long &amp; detailed complaint letter soon. long story short: never flying usair again.,-1
negative," thanks for making miss connection, getting rebooked, missing that too, and a miserable day. started my day @ 4:30am for nothing!",-1
negative," need to learn operations. sit a plane overnight at , and not realize there's a mech problem. then delay flight 3 1/2 hours!",-1
negative," that the flight was delayed &amp; closed the doors only to tell us we would not be leaving for an hour and a half. bad, bad service",-1
negative, why would you not give us the option to get off the plane instead of sit on it for an hour and a half when you knew at the gate,-1
negative, he overflowed over the armrest and under with legs sprawled. you should refund me i had no choice. ,-1
positive, i appreciate your prompt response.,1
negative, nothing was available. male flight crew was not nice/dismissive. big guy was standby and probably didn't even pay for choice,-1
negative, well we should have been told that before we were sitting on the plane for an hour to have the option of not getting on.,-1
negative, i did not want to hang out on your plane all day when i am traveling to get work done and turn right back around. unacceptable,-1
negative, doesn't seem likely bc your team failed to scan my bag in lax and you recycle bagtag numbers that doesn't help ,-1
negative, this is a complete waste of my day. a trip to my for work has now turned into sitting on your planes all day. ridiculous,-1
negative, we should have been given the option to get off the plane not sit on it for a time longer than our actually flight.,-1
negative, the plane is moving and it's no ice. we are moving to the end of the runway to sit because lga has one runway open.,-1
neutral, of course weather was a joke 43 beats 5 degrees in phl! ⛄️☀️,0
negative,  nothing was available. male flight crew was not nice/dismissive. big guy was standby and probably didn't even pay.,-1
negative, is setting themselves up for a lawsuit. no way we should sit on a plane for an hour and a half.,-1
positive, thks us  2/19 phl to fll. overall 1st class has improved with more food now on phl to fll and most crews are super.,1
negative, i want to not sit on a plane from dca to lga for an hour and a half which is longer than my flight.,-1
negative, this is so unacceptable. i'm going for the day. now most of my day will be sitting on your plane. not to mention there is no air,-1
negative, is moving the plane to the end of the runway for us to sit on it for an hour and a half. they didn't even let us off.,-1
negative, hi is there somebody avail who can help .....with an refund ? its unbelievable on the phone w us for more than 7 hrs in 4 days,-1
negative, plus a us airways - you need to do something about this! i left philly to thaw out!!!! ,-1
negative, ordered a scotch &amp; water and f/a asked if i wanted full glass or half? 60 yrs old and first time ever asked that????,-1
negative," yeah, the mark was like a mile back. also we're an hour late flight. so thanks a ton for the great service today.",-1
negative, we got 1 drink then f/a sat in jump seat doing crosswords. glasses picked up at landing. just a very lazy service 4 first class.,-1
negative," paid for a choice seat my choice is to not have big man next to me in my seat, too.   ",-1
negative, first class no snack basket was catered so drinks only no preflight drink or coathanging 1st drink service 50 min after take off,-1
negative," you told us last night that there was a ground stop at o'hare four hours after obama landed, stop blaming someone else",-1
negative,  delayed due to     we've heard it all! ,-1
negative," ""able""? does that mean not having private conversations and not helping those w/ luggage that won't fit overhead?",-1
neutral, 1826 trying to make a connection to punta cana leave phl at 9:50,0
negative, is the worst. 45 minute delay in boston. not weather relate flightd. going to miss our connecting flight. gassing up the plane issue.,-1
negative, is the worst!! still haven't left.. everyone missing connections.,-1
negative, today's flight to philadelphia.  it's a little disappointing for the unnecessary delays and it's not even snowing in fl.,-1
negative, i have been trying to book a flight using my miles for 3 straight days. 210 min on phone - still haven't talked to a human.,-1
neutral, can you help me reroute my trip?,0
negative, gonna miss connecting flight.. delayed flying out of boston,-1
neutral,  i'm in the  to    for 6k needed any suggestions? !,0
negative, on flight 1839 waiting for weight and balance info for the past 30 minutes!!!,-1
positive, thank you for refunding me on my baggage ! really appreciate it,1
negative, thanks for taking my flight off the board and not providing and updates about my flight which is 26 minutes late flight.,-1
positive,  i am so going to miss us airways.  you always provided great service and never let me down.,1
negative, never again! worse experience in my life. ,-1
negative,. i rebooked myself - but cancelled flighting flight because crew expired after boarding is unacceptable. you started delaying at 1:30pm.,-1
negative," 7+ hrs stranded in dca...zero apologies and the worst customer service. been a faithful traveler for 15+ years, but no more!",-1
negative, this response doesn't correct the fact that your pilot failed to keep passengers updated,-1
negative, been at dca at 5 pm still here at 3 am due to mechanical issues and lack of snacks on the plane! absolutely worse experience!,-1
negative," it was 1838, almost 5 hours late flight due  to mechanical.",-1
negative," never flying  again. horrible experience, terrible customer service.",-1
neutral, mobile boarding pass email.,0
positive, we will...sunday! just a few days away,1
neutral, i am following you now,0
negative, unacceptable. you knew the pilot wouldn't be able to complete the trip. wasted all of our time.,-1
negative, i have been on three planes for flight 1907 and still haven't left the ground bad service ,-1
negative, then told to offload because the captain was over hours? this has been a terrible experience.,-1
negative," why were we loaded onto the plane (4 hours late flight, mind you), made to sit for 40 minutes",-1
negative, why load us on the flight if the captain was over the hours he could fly in one consecutive period? unacceptable.,-1
negative, offloading the plane?!?!?! this is ridiculous!!!!,-1
positive,"“:  we're excited to have you fly with us, jb! when will this be?” spring break !!!",1
neutral, still just sitting here. nobody has said anything. what's up?,0
negative, that is actually not true! you can get a seat online after a big hassle. that policy is totally dishonest and misleading. ,-1
positive, i will. thank you for at least tweeting me back:) better than most. 👌,1
negative, that seems unlikely without a crew here to board us,-1
negative," that's incorrect. four people, last flight of the night, with our bags. ",-1
positive, exicted to be flying with y'all soon !!,1
neutral, and that you can choose the same seat for free after clicking 100 buttons.,0
negative," the fact that you are making customers pay $15 to ""choose"" a seat and try to convince them using psychological tricks with colors",-1
negative, i’ll do that in addition to reviewing on my blog. your agents were pleasant but the experience was less than :/,-1
negative, your new seat assignment service is an embarrassment to airlines and customers worldwide.  ,-1
negative, worst experience ever with you guys…see my blog tomorrow on my experience. maybe you can help make it better.,-1
negative, now the freezing bus is just doing circles?,-1
negative," please explain, i have plenty of time since i'm stranded!!",-1
negative," i doubt that, its 11:21p &amp; we r still being held captive on the ground at dca! a little communication from up front would b nice.",-1
negative, why does it cost $900 to change a $100 ticket when it only cost $150 to purchase a new ticket?,-1
negative, 3935. sitting on a freezing bus because nobody is in the plane. what is up?,-1
negative, we already spoke to someone several times about the matter and no one is sympathetic or will fly us home early complimentary.,-1
negative, doesn't want me to get home,-1
negative," they don't stand alone for me, i bought tix based on usair confirmed flight. what good is confirmation if you change it anyway?",-1
negative," dca-&gt;hpn, u r prof hostage takers.we stood on bus 2 plane for 25 min,now sitting on plane with no mvmt &amp; 1 announcement 4 &gt; hour!",-1
negative," - i bet you don't, but i'm the paying customer here. i know how to check for flight delays, thank you.",-1
negative," i can't even use my return flight home because the change fees you charge are too expensive, forcing me to purchase a new ticket.",-1
negative, oh great after a 5 hour delay we get to sit on the plane for another hour without it moving.  flight 1137 has been awful,-1
negative, that's the 1st sorry i received from your company. the least you could do is fly us home early at no extra charge.,-1
negative, never flying with you guys again. extremely disorganized and too many delays.,-1
negative," my buddies are currently delayed 3.5 hours and counting in dca on their ways to cae for a golf week, any compensation? ",-1
