Session_ID,Time_Record,Transcription,Sentiment,Valence,Activation,Dominance,discrete
Ses05M_impro02_M018,[111.6500-119.9500]:,i know but i ll i ll send the picture all the time and i ll write them email and you can read them the email that i send them,sad,2.0,3.3333,2.3333,3
Ses05M_impro02_M019,[122.6000-127.0100]:,i m gonna be in bagdad just doing security,sad,2.0,3.0,2.3333,3
Ses05M_impro02_F015,[127.2400-132.2700]:,are you gonna be like in tank running around what i mean what doe that mean,fea,2.3333,3.0,2.6667,7
Ses05M_impro02_F016,[138.5900-140.6700]:,oh my god,fea,1.3333,2.6667,1.6667,7
Ses05M_impro02_M021,[140.1500-143.7200]:,i just want to be honest with you i don t want you to,sad,2.0,3.0,2.3333,3
Ses05M_impro02_M022,[144.2900-153.8400]:,but it s gonna be fine i m gonna be fine you know i m good at this i can do this that s why i trained all this time i m good at this okay,sad,2.0,3.6667,3.0,3
Ses05M_impro02_F017,[152.3900-154.9900]:,but so many people have died,fea,1.0,3.3333,2.3333,7
Ses05M_impro02_M023,[154.4800-159.3900]:,i know i know i know but you know what that doesn t mean it s gonna be me doe it,sad,2.3333,3.3333,2.6667,3
Ses05M_impro02_M024,[159.4100-162.6000]:,no it doesn t and you can t think like that,sad,2.6667,3.3333,3.3333,3
Ses05M_impro02_F019,[165.4700-170.6700]:,i mean i i know that you re a good soldier but not everybody else is and what if,fea,1.3333,3.0,2.6667,7
Ses05M_impro02_M025,[169.3000-178.6800]:,i don t want you to i know i know you can t worry about me you ve got to worry about the kid and you ve got to take care of the kid for me okay take care of the kid for me all right,sad,2.3333,3.0,3.6667,3
Ses05M_impro02_F020,[182.4800-185.3400]:,it s just so much,sad,1.0,3.6667,2.0,3
Ses05M_impro02_M027,[184.0700-185.9900]:,i ll miss you baby,sad,2.0,3.0,2.0,3
Ses05M_impro02_F021,[185.5400-189.8500]:,garbage you have to write me everyday,sad,2.0,3.0,3.0,3
Ses05M_impro02_M028,[188.6500-199.4600]:,all i ll write you everyday all the time and i ll send you picture and you send me picture i know we ve got email out there we ve got email and i can see stuff and you can send me stuff all the time okay,sad,2.3333,4.0,2.6667,3
Ses05M_impro02_M029,[200.1000-202.3900]:,yeah yeah yeah,sad,3.6667,4.0,2.3333,3
Ses05M_impro02_M030,[202.4500-207.4200]:,you you record every second you record every second because i want to see it all okay,exc,2.6667,3.3333,3.3333,6
Ses05M_impro02_F023,[211.6200-212.8800]:,okay,sad,1.6667,3.3333,1.3333,3
Ses05M_impro02_F024,[214.7700-216.1900]:,garbage,sad,1.3333,3.0,1.3333,3
Ses05M_impro03_M000,[005.1000-007.0500]:,guess what,exc,3.6667,3.3333,2.0,6
Ses05M_impro03_F000,[006.6500-008.0900]:,what,neu,4.0,2.6667,2.0,0
Ses05M_impro03_M001,[007.7900-011.1200]:,i did it i asked her to marry me,exc,4.0,3.6667,3.0,6
Ses05M_impro03_F001,[010.6700-012.8900]:,what you did,sur,4.3333,3.3333,2.3333,5
Ses05M_impro03_M002,[011.4000-013.5200]:,yes i did it,exc,4.3333,4.0,3.0,6
Ses05M_impro03_F002,[012.9400-013.9600]:,when,exc,4.3333,3.0,2.6667,6
Ses05M_impro03_M003,[013.5400-016.1200]:,oh my god it wa just last weekend,exc,4.0,3.6667,2.6667,6
Ses05M_impro03_F003,[015.9000-019.3500]:,oh what how where how did you do it,exc,4.0,3.3333,2.6667,6
Ses05M_impro03_M004,[018.0300-025.1000]:,she well she said yes first of all let me say that right off the bat well i would like to assume too but you never know these thing right,hap,4.0,3.6667,3.3333,4
Ses05M_impro03_F004,[019.6200-022.3700]:,okay good i i assumed,exc,4.0,3.3333,2.6667,6
Ses05M_impro03_F005,[029.8700-031.8200]:,oh,hap,4.3333,3.0,2.0,4
Ses05M_impro03_M006,[031.5800-044.0500]:,i did it up at yosemite we went camping right like we usually do you know we go camping up there all the time but um the waterfall had died down a little bit you know and so uh we i had her climb up,hap,4.0,3.6667,3.0,4
Ses05M_impro03_M007,[044.0600-054.6600]:,you know we did some you know some rock climbing up the waterfall and went up to this little pool that wa up there and then i it s great um you have to climb this little rock,hap,4.0,4.0,3.0,4
Ses05M_impro03_F006,[054.1100-055.4900]:,uh huh,neu,3.6667,2.3333,1.6667,0
Ses05M_impro03_M008,[054.7000-065.1400]:,and you can climb it and it s covered in algae you know so i wanted her to climb it to go take a picture like back in this little waterfall area and she got back there and she took her picture and then i had her come back and i wa going to do the same thing,hap,4.0,3.6667,3.0,4
Ses05M_impro03_M009,[065.1600-078.3600]:,well instead i climb up on the rock and like i i didn t do it well i did it on purpose i made it look like i accidentally did it i slipped down into this pool of water right and she freak out because i slide all the way down this rock and um,hap,4.0,3.6667,3.0,4
Ses05M_impro03_M010,[078.3900-089.5469]:,and i pop up out of the water and i had planned it already you know i pop up out of the water and i breathing and i like grab her hand you know and that in my hand i ve got the ring,hap,4.0,3.6667,3.0,4
Ses05M_impro03_M011,[089.5569-103.3100]:,and she s like she feel it you know and she doesn t know what it is and she you know help me get out and i won t let go of her hand and she s like what are you doing i and said you saved my life now will you marry me,hap,4.3333,3.6667,3.0,4
Ses05M_impro03_F007,[101.8300-106.0700]:,oh my god that s so dramatic,exc,4.6667,3.6667,3.0,6
Ses05M_impro03_M012,[104.4300-111.7000]:,wasn t that great i didn t want it to be too hokey but but she liked it she liked it,hap,4.6667,4.0,3.3333,4
Ses05M_impro03_F008,[106.1400-108.3300]:,so cute,hap,4.3333,3.6667,3.0,4
Ses05M_impro03_F009,[108.5100-111.0100]:,no it s totally original though,hap,4.3333,3.6667,2.6667,4
Ses05M_impro03_F010,[111.0200-112.3300]:,oh,hap,4.0,2.6667,2.0,4
Ses05M_impro03_M013,[111.7100-115.2200]:,yeah and she said yes and she cried of course,hap,4.0,3.3333,2.6667,4
Ses05M_impro03_F011,[114.1200-117.9500]:,oh then you had a whole weekend of camping,hap,4.0,3.0,2.6667,4
Ses05M_impro03_M014,[116.4700-123.1000]:,yes we did that in the beginning exactly so we had so we just had you know good time the rest of the weekend yeah,hap,4.0,3.3333,2.6667,4
Ses05M_impro03_F012,[121.7200-125.3600]:,oh right sure laughter,hap,4.6667,4.0,2.0,4
Ses05M_impro03_M015,[123.1100-127.7000]:,it wa a lot of fun it wa a lot of fun she s great and i m so happy,hap,4.3333,3.3333,2.3333,4
Ses05M_impro03_F013,[127.3600-129.5400]:,so where are you going to have your wedding,hap,4.0,2.3333,2.3333,4
Ses05M_impro03_M016,[128.5600-141.3600]:,we re going to do it back in the midwest where her family all is they re all out there you know so um and so just gonna have a small small wedding but um you know of course you re going to come right,hap,4.0,2.6667,2.6667,4
Ses05M_impro03_F014,[141.0000-143.5800]:,yeah of course,exc,4.0,3.3333,2.6667,6
Ses05M_impro03_F015,[144.4300-146.2400]:,okay okay,exc,4.3333,3.3333,2.3333,6
Ses05M_impro03_M018,[146.0100-152.7500]:,um and she want you to be in it too she love you so much she think you re the sweetest of course you are you re you re my best friend so,hap,4.0,3.3333,2.6667,4
Ses05M_impro03_F016,[151.5200-153.3600]:,where is she right now,hap,4.0,2.6667,2.3333,4
Ses05M_impro03_M019,[153.0900-155.7900]:,oh she s back at work yeah,neu,3.0,3.0,2.6667,0
Ses05M_impro03_F017,[154.3300-157.3900]:,yeah i ll hang out with the both of you,hap,4.0,2.3333,2.3333,4
Ses05M_impro03_M020,[156.5400-159.0400]:,of course we ll go out to dinner later this week,exc,3.6667,3.3333,2.6667,6
Ses05M_impro03_F018,[158.1800-159.3300]:,yes,exc,4.0,3.3333,3.0,6
Ses05M_impro03_M021,[159.0700-160.1900]:,it will be perfect,exc,4.0,2.6667,2.3333,6
Ses05M_impro03_F019,[159.7300-162.7000]:,oh i m so excited for you,exc,4.0,3.0,2.3333,6
Ses05M_impro03_F020,[165.7500-166.9100]:,oh,hap,4.3333,2.3333,2.3333,4
Ses05M_impro03_M023,[165.8600-167.4600]:,she s the one,hap,4.3333,3.0,3.0,4
Ses05M_impro03_F021,[168.0537-172.2800]:,oh my gosh you told your parent already and everything,hap,3.6667,3.0,2.6667,4
Ses05M_impro03_M024,[170.9500-174.5900]:,of course i told them right away we called them all right them,hap,3.6667,3.3333,3.0,4
Ses05M_impro03_F022,[172.3900-174.6200]:,are they so excited,hap,4.0,3.0,2.6667,4
Ses05M_impro03_M025,[174.6000-182.7900]:,oh yeah my mom s freaking out oh yeah she s so happy this is you know it s her dream come true she always wanted her little boy she want kid you know,hap,4.0,3.3333,2.6667,4
Ses05M_impro03_M026,[182.8000-185.9400]:,she want grandkids so we ll be working on that right away,hap,3.6667,3.0,3.0,4
Ses05M_impro03_F023,[184.7600-186.7200]:,are you guy gonna have kid,exc,4.0,3.3333,2.6667,6
Ses05M_impro03_M027,[185.9700-188.8500]:,of course we re gonna have kid like three at least,hap,4.0,3.3333,3.0,4
Ses05M_impro03_M028,[188.8800-195.1300]:,she want like eight she want like eight kid and i m like no no no no no i am like what let s do maybe three and we ll go with that,hap,4.0,4.0,3.0,4
Ses05M_impro03_F026,[194.2100-196.2700]:,are you going to start right away,neu,3.0,3.3333,2.3333,0
Ses05M_impro03_M029,[195.6700-202.6600]:,well we re going to take a little bit of time you know we need to get acclimated and you know start our life make money you know be comfortable,exc,3.6667,3.6667,2.6667,6
Ses05M_impro03_F027,[200.5700-204.3000]:,yeah have you ever like lived with someone else before,neu,3.3333,2.6667,2.6667,0
Ses05M_impro03_M030,[203.1900-210.5700]:,oh yeah yeah yeah yeah i mean actually we lived together awhile back when we yeah back in college for a little while yeah,hap,3.6667,3.6667,2.6667,4
Ses05M_impro03_M031,[210.5800-215.2900]:,but that so we are really used to each other we took the time apart and now we re going to get back together we re going to move in soon,hap,4.0,3.6667,2.6667,4
Ses05M_impro03_F030,[215.0300-216.6500]:,oooh,neu,4.3333,2.3333,2.0,0
Ses05M_impro03_M032,[215.3000-219.1600]:,it s great i m a lucky man,hap,4.3333,3.6667,3.0,4
Ses05M_impro03_F031,[217.5400-220.6500]:,that s incredible yeah congratulation,hap,4.3333,2.6667,2.6667,4
Ses05M_impro03_M033,[219.7500-221.9000]:,thank you,hap,4.6667,3.3333,3.0,4
Ses05M_impro04_M000,[005.3295-012.8500]:,uh god i don t know what to do anymore like i said,fru,1.5,3.5,4.0,1
Ses05M_impro04_M001,[015.3400-024.5800]:,i don t know there s nothing for me out there i can t get a job i haven t gotten a job in a year three year what is it three year now right that i haven t been able to have a job,fru,1.5,4.0,4.5,1
Ses05M_impro04_F001,[022.7800-025.1300]:,really it s been that long,neu,1.5,3.0,3.5,0
Ses05M_impro04_M002,[024.6000-034.8900]:,something like that i can t even remember anymore i don t know what to do anymore i just get out there everyday well not everyday almost everyday,fru,1.5,3.5,4.5,1
Ses05M_impro04_F002,[026.7800-028.2500]:,wow,neu,2.5,3.0,2.5,0
Ses05M_impro04_M003,[035.0700-038.9000]:,and try to do something i mean,fru,2.0,3.0,4.5,1
Ses05M_impro04_F003,[038.4100-040.6600]:,what have you been trying,neu,2.5,2.5,3.0,0
Ses05M_impro04_M004,[040.3300-046.7200]:,well everything i ll do temping you know office work you know whatever to pay the bill you know i ll do anything,fru,2.0,3.0,4.0,1
Ses05M_impro04_M005,[046.7300-051.4400]:,but i mean i don t want to keep those job i don t want those job it s not what i want to do,fru,2.0,4.0,4.0,1
Ses05M_impro04_F004,[049.2500-050.5400]:,right,neu,2.5,2.0,2.5,0
Ses05M_impro04_M006,[051.4600-059.4500]:,but i don t know god what am i going to do should i go back to school i can t i can t afford to go back to school,fru,1.5,4.0,4.5,1
Ses05M_impro04_M007,[059.4900-061.5400]:,what do you do,fru,2.0,3.5,4.0,1
Ses05M_impro04_F005,[061.0500-070.2700]:,well i mean right now i m just doing a little bit of everything and i don t i don t think that i m in like a profession like career oriented place,neu,2.5,2.5,4.0,0
Ses05M_impro04_M008,[069.6000-073.0100]:,you plan on being there forever i mean like what do you,neu,2.0,3.5,4.0,0
Ses05M_impro04_F006,[071.9100-078.5000]:,no i m just working in restaurant and stuff but i m also trying to audition and what not so it s,neu,2.5,2.5,3.5,0
Ses05M_impro04_M009,[074.2700-075.1800]:,yeah,neu,2.5,2.5,3.0,0
Ses05M_impro04_M010,[075.2000-076.1900]:,right,neu,3.0,2.5,3.5,0
Ses05M_impro04_M011,[078.0400-084.3800]:,yeah yeah well hello that s what i m doing too but i can t get the restaurant job i can t get the restaurant gig no one will give me anything,fru,2.0,4.0,4.0,1
Ses05M_impro04_F007,[081.4700-083.1700]:,really,neu,2.5,2.0,2.5,0
Ses05M_impro04_M012,[084.3900-092.1500]:,i go in for these interview and they re all cool and everything you know their nice and i m nice to them you know give and take back and forth and whatever,fru,2.0,4.0,4.0,1
Ses05M_impro04_M013,[092.1600-094.5400]:,but they always go with somebody else,fru,2.0,3.5,4.5,1
Ses05M_impro04_F008,[092.4500-100.5400]:,l a is really hard i mean have you tried like just going into a bar a couple of time to make friend with people who work there and,neu,2.0,3.5,4.0,0
Ses05M_impro04_M014,[098.1300-105.6900]:,yeah absolutely hello you know me i go to bar all the time like they all know me you know but no one want to hire me,fru,2.0,4.0,4.5,1
Ses05M_impro04_M015,[105.6990-110.7700]:,but maybe they don t want to hire me because they know me i don t know what s wrong with me is there something wrong with me,fru,2.0,4.0,3.5,1
Ses05M_impro04_F009,[107.3800-111.7200]:,i wa just going to say that s your issue maybe you are going in too much no i mean just,neu,3.0,3.0,3.5,0
Ses05M_impro04_F010,[111.7300-114.5100]:,are you going into the bar every night,neu,2.5,2.5,3.0,0
Ses05M_impro04_M016,[111.6400-121.2100]:,i mean you can tell me what why is no one hiring me is it me be honest you can tell me you know i can take it i can take it you just tell me why,fru,2.5,4.0,4.0,1
Ses05M_impro04_F011,[119.7300-124.2300]:,well i don t really know i don t i don t know you in like a job situation so,neu,2.5,2.5,3.5,0
Ses05M_impro04_M017,[123.2900-128.0600]:,yeah but i m okay well how about personality wise i mean people who know me won t hire me why,fru,2.0,4.5,4.5,1
Ses05M_impro04_F012,[128.2200-132.8200]:,wow i don t i mean do you do you have an attitude problem when you re on the job,neu,2.5,3.0,3.0,0
Ses05M_impro04_F013,[134.6000-136.2300]:,maybe garbage,neu,2.5,2.0,3.0,0
Ses05M_impro04_F014,[136.8700-142.9200]:,right maybe you have like you know a little bit of an abrasive vibe or something,neu,2.5,2.0,3.5,0
Ses05M_impro04_M019,[142.2100-143.8800]:,an abrasive vibe,ang,2.0,3.5,3.5,2
Ses05M_impro04_F015,[143.3600-146.0100]:,i don t know i m i m just trying,neu,2.0,3.5,3.0,0
Ses05M_impro04_M020,[144.3400-151.1800]:,let me know that s that s fine you think i have an abrasive vibe whatever you re entitled to your opinion of course maybe that s why i don t have a job,ang,2.0,3.5,4.0,2
Ses05M_impro04_F016,[149.6700-151.5800]:,are you getting defensive,neu,3.0,2.5,3.5,0
Ses05M_impro04_F017,[157.6100-161.2300]:,yeah that might be something you want to look at i mean,neu,3.0,3.5,3.0,0
Ses05M_impro04_M022,[160.5400-165.8800]:,i m not like this all the time i mean i don t i m just frustrated right now all right i just want to do,fru,2.0,3.5,4.0,1
Ses05M_impro04_F018,[165.6200-166.8400]:,okay,neu,2.5,2.5,3.0,0
Ses05M_impro04_M023,[165.9100-172.7600]:,i want to make some money i need to make some money i ve got to pay some bill i owe people money i owe lot of people money i need to make some money,fru,2.0,4.0,5.0,1
Ses05M_impro04_F019,[167.5300-169.1900]:,i understand,neu,2.5,2.5,3.5,0
Ses05M_impro04_F020,[172.3100-174.6500]:,yeah it s stressful i recognize that,neu,2.5,2.0,3.0,0
Ses05M_impro04_M024,[173.9700-182.8800]:,do you have any idea how i can make money i mean what can i do to make some quick money something anything that s relatively within the you know law,fru,2.0,4.0,4.5,1
Ses05M_impro04_F021,[177.4700-178.8500]:,ah,neu,2.5,3.0,2.5,0
Ses05M_impro04_F022,[182.3400-184.6800]:,not not selling pot right,neu,3.0,2.5,3.5,0
Ses05M_impro04_M025,[183.5000-186.9100]:,right probably not selling pot i don t want to go to jail,fru,2.0,3.0,3.5,1
Ses05M_impro04_F023,[185.1900-186.5600]:,okay so,neu,4.0,3.0,3.0,0
Ses05M_impro04_F024,[186.6100-188.0600]:,fair enough,neu,4.0,2.5,3.5,0
Ses05M_impro04_M026,[186.9200-189.2500]:,because that would just really be a topper for me,fru,2.0,3.5,4.0,1
Ses05M_impro04_M027,[190.4400-192.3100]:,thank you ha ha,fru,2.0,2.5,3.5,1
Ses05M_impro04_F026,[191.9200-199.0000]:,sorry so let s see what else what s available what um hmm,neu,2.5,3.0,3.5,0
Ses05M_impro04_M028,[198.3800-201.3300]:,see what i mean you can t even think of anything,fru,2.0,4.0,4.0,1
Ses05M_impro04_F027,[200.4500-205.6500]:,well not off the top of head it will just take you know take a minute but do you have any like special skill,neu,2.5,3.5,3.0,0
Ses05M_impro04_M029,[205.5800-207.7600]:,i can juggle,fru,3.0,3.0,3.0,1
Ses05M_impro04_F028,[207.3600-211.0300]:,well maybe we can find you something with juggling,neu,4.0,3.0,3.0,0
Ses05M_impro04_M030,[210.8200-212.4300]:,i ve tried,fru,2.5,3.0,3.5,1
Ses05M_impro04_F029,[211.0400-213.3300]:,have you checked out craig s list and stuff,neu,4.0,2.5,3.5,0
Ses05M_impro04_M031,[212.6200-220.0000]:,yes nobody want a juggler i am not going to i m not going to dress up like a clown i m not going to dress up like a freaking clown no,fru,2.0,4.0,4.5,1
Ses05M_impro04_F030,[215.3700-218.9900]:,what if you do kid party oh come on,neu,4.0,3.0,3.5,0
Ses05M_impro04_M032,[220.0100-226.0600]:,no it s demeaning i am not a clown i have talent clown don t have talent,fru,1.5,3.5,4.5,1
Ses05M_impro04_F031,[225.3700-227.1500]:,okay all right,neu,4.0,2.5,3.0,0
Ses05M_impro04_M033,[226.4900-227.9100]:,it s that simple,fru,2.5,3.0,3.5,1
Ses05M_impro04_F032,[227.6800-232.4800]:,okay well fine we won t i won t argue with you about that,neu,3.0,3.0,3.5,0
Ses05M_impro04_M034,[231.1000-232.6000]:,yeah,fru,2.5,2.5,3.0,1
Ses05M_impro04_F033,[232.9500-236.8300]:,what else i can t uh i m drawing a blank here,fru,3.5,3.5,3.5,1
Ses05M_impro04_M035,[236.6900-238.9100]:,you and me both,fru,2.5,3.0,3.5,1
Ses05M_impro04_F034,[239.6600-242.7200]:,that s rough i m really sorry ryan,neu,3.0,3.0,3.5,0
Ses05M_impro04_F035,[245.7800-253.9900]:,well um is that kinda like the side of you that you let people see when you go into these job interview,neu,2.5,2.5,3.0,0
Ses05M_impro04_M037,[252.7100-255.5000]:,no i just showed that for you garbage,fru,2.5,3.0,3.0,1
Ses05M_impro04_F036,[254.3800-262.8600]:,okay well that s good yeah i mean you re you re when you re happy you re a pretty personable guy and i don t i don t,neu,3.5,2.5,3.5,0
Ses05M_impro04_M038,[262.0100-264.0000]:,i like to think so,fru,3.0,3.0,3.5,1
Ses05M_impro04_F037,[262.9200-266.1900]:,i can t see where the issue would be so,neu,2.5,2.5,3.0,0
Ses05M_impro04_M039,[264.7900-266.3100]:,see,fru,2.5,3.0,3.5,1
Ses05M_impro04_M040,[267.8300-270.4200]:,yeah well thanks for your help,ang,3.0,3.0,3.5,2
Ses05M_impro04_M041,[273.8000-275.8900]:,i ll need it,sad,2.0,2.5,3.5,3
Ses05M_impro05_M000,[004.7300-010.2900]:,hi um my luggage didn t come out of the conveyor thingy,neu,3.3333,3.0,2.3333,0
Ses05M_impro05_F000,[009.9600-011.5200]:,hmm hmm,neu,3.0,2.3333,2.0,0
Ses05M_impro05_M001,[010.3200-013.0500]:,so um what do i do,neu,3.0,2.3333,2.3333,0
Ses05M_impro05_F001,[011.5500-013.3300]:,how long ago wa that,neu,3.0,2.6667,1.6667,0
Ses05M_impro05_M002,[013.0700-019.8200]:,uh like an hour and a half ago i talked to somebody who wa standing out there and they said wait sometimes like random butt piece come out late,neu,3.0,3.0,2.3333,0
Ses05M_impro05_F002,[019.1100-020.4800]:,uh hmm,neu,3.0,1.6667,2.0,0
Ses05M_impro05_M003,[019.8500-022.7500]:,and so i waited there but nothing came,neu,3.0,3.0,2.3333,0
Ses05M_impro05_F003,[022.4400-026.7400]:,um okay well you can fly file a claim where were you coming from,neu,3.0,2.3333,2.6667,0
Ses05M_impro05_M004,[026.1700-030.3400]:,i wa coming from um the midwest like iowa,neu,3.0,3.0,2.3333,0
Ses05M_impro05_F004,[029.8300-032.8600]:,so within the country though umm,neu,3.0,2.6667,3.0,0
Ses05M_impro05_M005,[031.4200-034.3700]:,yeah i know i wa in the country i mean it s not that complicated,neu,3.0,3.0,2.6667,0
Ses05M_impro05_F005,[034.0400-041.3900]:,yeah well the chance of it being lost forever you know are slight because you were in the,neu,3.0,2.0,2.6667,0
Ses05M_impro05_M006,[039.3100-041.4800]:,well i would hope so,neu,3.3333,3.0,2.3333,0
Ses05M_impro05_F006,[041.4000-046.8300]:,well i mean you know that happens pretty often that sometimes baggage get lost,neu,3.0,2.6667,3.0,0
Ses05M_impro05_M007,[044.7300-046.1000]:,people lose,neu,2.0,2.6667,2.6667,0
Ses05M_impro05_M008,[046.1200-047.2800]:,forever,sur,2.6667,3.3333,2.3333,5
Ses05M_impro05_F007,[046.8700-048.0600]:,yeah,neu,3.0,2.6667,2.3333,0
Ses05M_impro05_M009,[047.3700-052.9400]:,you know this is actually i mean it s it s a really important piece of luggage,neu,2.6667,3.6667,3.0,0
Ses05M_impro05_F008,[052.3600-053.6000]:,okay,neu,3.0,1.6667,2.0,0
Ses05M_impro05_M010,[053.1100-057.5300]:,i mean it s not big or anything like that i mean it s not worth a lot of money or anything,neu,3.0,3.6667,2.6667,0
Ses05M_impro05_F009,[056.8300-060.8500]:,did you have insurance on your flight,neu,3.0,2.0,2.6667,0
Ses05M_impro05_F010,[063.8100-067.8800]:,no you have to buy it now it s like thirty dollar extra,neu,3.0,1.6667,2.6667,0
Ses05M_impro05_M012,[067.8500-074.8000]:,well no one even told me about that like why would i think to buy insurance i wa it s like a three hour flight,fru,2.0,4.0,3.3333,1
Ses05M_impro05_F011,[070.2300-073.1300]:,well it s something that worth,neu,3.0,2.3333,2.3333,0
Ses05M_impro05_F012,[074.4400-076.2800]:,yeah i don t know,neu,3.0,2.0,2.0,0
Ses05M_impro05_M013,[075.3800-079.2800]:,how can you lose my luggage like from like in,fru,2.0,3.6667,3.3333,1
Ses05M_impro05_F013,[078.9900-085.7900]:,chance are it s probably just you know taking time being um unloaded from the airplane,neu,3.0,2.0,2.6667,0
Ses05M_impro05_M015,[083.5900-086.6100]:,i should hope so you know i need that today,fru,2.0,4.0,3.6667,1
Ses05M_impro05_F014,[086.4700-094.8600]:,um well there s not much i can do i can you can file this report and we ll call you when it come in,neu,2.3333,2.3333,2.6667,0
Ses05M_impro05_M016,[092.6600-102.9000]:,let me explain to you what the problem is my grandfather s remains are in that bag and i have to like distribute them today we re suppose to you know throw them out to the sea today,fru,2.3333,3.6667,3.3333,1
Ses05M_impro05_F015,[100.3200-101.9800]:,wow,neu,2.3333,2.0,2.0,0
Ses05M_impro05_F016,[102.9400-108.8400]:,wow well that s really important obviously but um,neu,3.0,2.0,2.3333,0
Ses05M_impro05_M017,[107.6500-113.6700]:,yeah i mean if you have a suggestion like it would be great to help me out here,fru,2.3333,4.0,3.3333,1
Ses05M_impro05_F017,[112.4000-118.1900]:,uh actually i don t know that that s legal um it is the issue,neu,3.0,3.0,2.6667,0
Ses05M_impro05_M018,[116.5000-119.6300]:,well i don t care if it s legal it s happened it s already done,fru,2.3333,4.3333,3.6667,1
Ses05M_impro05_F018,[118.2200-121.6200]:,yeah i mean your bag might have been confiscated because it s,neu,3.0,3.3333,3.0,0
Ses05M_impro05_M019,[121.2200-124.2800]:,well could you tell me if it s been confiscated then,fru,1.6667,4.3333,3.3333,1
Ses05M_impro05_F019,[122.5700-125.3700]:,it s a biohazard so um,neu,2.6667,2.3333,2.6667,0
Ses05M_impro05_M020,[124.3500-130.4400]:,i mean some information here would be great some help can you like type something in and find out,fru,2.0,4.0,3.0,1
Ses05M_impro05_F020,[130.4200-134.1300]:,yeah let me just call security,neu,3.3333,2.3333,2.6667,0
Ses05M_impro05_M021,[132.6500-135.0100]:,that would be great thank you very much,fru,4.0,3.6667,2.6667,1
Ses05M_impro05_F021,[134.9000-136.3100]:,laughter okay hold on,neu,4.3333,3.3333,2.0,0
Ses05M_impro05_M022,[135.1100-136.3100]:,thank you,neu,4.6667,3.3333,2.6667,0
Ses05M_impro06_M000,[010.9000-014.8600]:,i just got some bad news,sad,2.0,2.0,2.0,3
Ses05M_impro06_M001,[019.9600-025.5800]:,my friend shotty passed away,sad,2.0,2.0,2.0,3
Ses05M_impro06_F002,[025.3800-028.0200]:,oh i m so sorry,sad,2.0,2.5,1.5,3
Ses05M_impro06_M002,[027.4600-033.6700]:,the end he s been sick for awhile he had cancer,sad,1.5,2.0,2.0,3
Ses05M_impro06_F003,[033.1700-034.8800]:,oh my gosh,sad,2.0,3.0,1.5,3
Ses05M_impro06_M003,[034.3600-045.1000]:,yeah it s just i never thought it would actually happen you know i mean he s such a fighter and he s always so positive about everything,sad,1.5,2.0,2.0,3
Ses05M_impro06_M004,[045.1100-058.4800]:,you know he wa gonna and we all the way up to the end we were just talking about how you know all the stuff we were gonna do and you know when he finally kicked this stupid cancer you know and we were gonna,sad,1.5,2.5,2.5,3
Ses05M_impro06_M005,[058.6900-065.6800]:,he wanted to travel you know and he s so talented probably the most talented person i have ever met in my entire life,sad,1.5,3.0,2.5,3
Ses05M_impro06_F004,[064.2500-065.9400]:,what did he do,sad,2.5,2.0,2.0,3
Ses05M_impro06_M006,[065.7000-075.5700]:,he wa a designer you know but he did everything you know he painted and he and he did costume design he did set design he did lighting he wa,sad,2.0,3.5,2.5,3
Ses05M_impro06_M007,[075.5800-081.5100]:,he just did everything he wa literally literally the most talented guy i have ever met in my entire life,sad,2.0,3.0,2.5,3
Ses05M_impro06_M008,[081.5200-089.9600]:,and he s gone now and i i just can t believe it,sad,1.5,3.0,2.0,3
Ses05M_impro06_F005,[089.5600-091.5800]:,yeah i m so sorry,sad,2.0,2.0,2.0,3
Ses05M_impro06_M009,[091.9800-099.6100]:,i mean one second you think you know you re just having a conversation and then,sad,1.5,3.0,2.0,3
Ses05M_impro06_M010,[101.0100-114.7500]:,you know sometimes you think you want to make that phone call or you think you want to tell somebody something or something like that do you know what i mean like that s he wa the person that i did that with you know like that s the person who i needed to call to tell thing to all the time,sad,1.5,3.0,2.5,3
Ses05M_impro06_F006,[116.6200-118.7400]:,you guy have been,sad,2.0,2.5,1.5,3
Ses05M_impro06_M011,[116.5400-128.9700]:,and now i don t have that person anymore you know and it s it s just you,sad,1.5,3.0,2.0,3
Ses05M_impro06_M012,[129.1900-136.1500]:,you think that thing get easier you know a you a you get older and you,sad,1.5,3.0,2.0,3
Ses05M_impro06_M013,[137.1500-147.2300]:,and it just get worse it just get worse everything is bad all the time people die your friend die family dy your best friend die it s,sad,1.0,3.5,2.5,3
Ses05M_impro06_F007,[147.8100-149.7900]:,i m sorry i,sad,2.0,2.5,1.5,3
Ses05M_impro06_M014,[148.2300-155.7751]:,you always think you know when you were you know when you were a little kid and you think something is gonna happen like it will all be better when i am older you know,sad,1.5,3.0,2.5,3
Ses05M_impro06_F008,[169.9892-177.1000]:,wow ryan i know that you are hurting right now but i don t think you always feel like that,sad,2.0,3.0,2.5,3
Ses05M_impro06_M017,[176.5500-179.9800]:,no you re right i don t you re right,sad,2.0,2.5,2.0,3
Ses05M_impro06_M018,[180.7300-191.4300]:,even yeah he doesn t he would never feel that way he would never want me to feel that way of course not but that s just where i am right now and i don t know what else to do with it,sad,2.0,3.0,2.5,3
Ses05M_impro06_F009,[188.8700-193.3500]:,yeah i understand i think it s really healthy to grieve,sad,2.0,2.0,2.5,3
